"","V1","V2"
"2351","nominitav","name, term;"
"2352","nominav","name, call;"
"2353","noscitav","recognize; be acquainted with;"
"2354","notav","observe; record; brand; write, inscribe;"
"2355","novellav","plant nurseries;"
"2356","novav","make new, renovate; renew, refresh, change;"
"2357","nudav","lay bare, strip; leave unprotected;"
"2358","numerav","count, add up, reckon/compute; consider; relate; number/enumerate, catalog; pay;"
"2359","nunciav","announce/report/bring word/give warning; convey/deliver/relate message/greeting;"
"2360","nuncupav","call, name; express;"
"2361","nuntiav","announce/report/bring word/give warning; convey/deliver/relate message/greeting;"
"2362","nutav","waver, give way;"
"2363","nutricav","nurse/suckle; raise/rear/bring up; nourish/promote growth/well being; cherish;"
"2364","obambulav","walk up to, so as to meet; traverse;"
"2365","obarmav","arm;"
"2366","obarav","plow up;"
"2367","obductav","lead in rivalry;"
"2368","obdurav","be hard, persist, endure;"
"2369","obequitav","ride up to;"
"2370","obfirmav","secure; bolt, lock, fasten, bar; be determined/inflexible; persevere in;"
"2371","obfuscav","darken; obscure; E:vilify;"
"2372","objectav","expose/throw (to); throw/put in the way; lay to one's charge, put before;"
"2373","objurgav","scold, chide, reproach;"
"2374","oblaqueav","dig around tree-roots; E:surround, encircle;"
"2375","oblatrav","bark at (+DAT or +ACC);"
"2376","oblectav","delight, please, amuse;"
"2377","obligav","bind, oblige;"
"2378","oblimav","cover/fill with mud; silt up; clog;"
"2379","oblinav","smear over;"
"2380","obliterav","cause to be forgotten/fall into disuse/to disappear; assign to oblivion;"
"2381","oblitterav","cause to be forgotten/fall into disuse/to disappear; assign to oblivion;"
"2382","obmurmurav","murmur in protest (at);"
"2383","obnubilav","obscure, render dark/obscure; darken/cloud/fog (the mind); render unconscious;"
"2384","obnuntiav","announce adverse omens;"
"2385","obreptav","creep up on, approach stealthily;"
"2386","obrogav","abrogate; oppose passage of law; partly repeal law;"
"2387","obsaturav","sate, glut;"
"2388","obscurav","darken, obscure; conceal; make indistinct; cause to be forgotten;"
"2389","obsecrav","entreat/beseech/implore/pray; (w/deity as object); [fidem ~ => beg support];"
"2390","obsecundav","obey, show obedience; comply with, be compliant, humor; fall in with, follow;"
"2391","obserav","bolt, fasten, place a bar across; bar, prohibit access to; shot off, enclose;"
"2392","observitav","observe; watch carefully;"
"2393","observav","watch, observe; heed;"
"2394","obsetricav","assist in childbirth, perform the office of a midwife, provide obstetric care;"
"2395","obsignav","sign, seal;"
"2396","obsonav","buy food, get/purchase provisions/(things for meal); go shopping; feast/banquet;"
"2397","obstetricav","assist in childbirth, perform the office of a midwife, provide obstetric care;"
"2398","obstinav","be determined on;"
"2399","obstit","oppose, hinder; (w/DAT);"
"2400","obtemperav","obey; comply with the demands of; be submissive to; (w/DAT);"
"2401","obtenebrav","darken, make dark; obscure, conceal (Saxo);"
"2402","obtrectav","detract from; disparage, belittle;"
"2403","obtruncav","kill; cut down;"
"2404","obturav","stop up;"
"2405","obumbrav","overshadow, darken; conceal; defend;"
"2406","obviav","meet (with dat.);"
"2407","occaecav","blind; blot out the light of day, darken; obscure, bury, conceal; seal/stop up;"
"2408","occentav","sing a serenade to; sing a lampoon against;"
"2409","occav","harrow (ground);"
"2410","occubu","lie (against/on top of); lie dead;"
"2411","occulcav","trample down;"
"2412","occultav","hide; conceal;"
"2413","occupav","seize; gain; overtake; capture, occupy; attack;"
"2414","occurav","occur, come about; happen;"
"2415","occursav","run repeatedly or in large numbers; mob; obstruct;"
"2416","odorav","perfume, make fragrant;"
"2417","offensav","knock/strike against, bump into;"
"2418","offerav","offer; present; cause; bestow; (medieval form of offerre);"
"2419","offirmav","secure; bolt, lock, fasten, bar; be determined/inflexible; persevere in;"
"2420","offocav","choke, throttle;"
"2421","offucav","choke, throttle;"
"2422","olefactav","smell, sniff, perceive, detect; smell/sniff at;"
"2423","olfactav","smell, sniff, perceive, detect; smell/sniff at;"
"2424","onerav","load, burden; oppress;"
"2425","opacav","shade, overshadow;"
"2426","operav","work; operate (math.);"
"2427","oppilav","stop up, block;"
"2428","opprobrav","taunt, reproach;"
"2429","oppugnav","attack, assault, storm, besiege;"
"2430","opreptav","creep up on, approach stealthily;"
"2431","opsecrav","entreat/beseech/implore/pray; (w/deity as object); [fidem ~ => beg support];"
"2432","opsecundav","obey, show obedience; comply with, be compliant, humor; fall in with, follow;"
"2433","opsonav","buy food, get/purchase provisions/(things for meal); go shopping; feast/banquet;"
"2434","opstetricav","assist in childbirth, perform the office of a midwife, provide obstetric care;"
"2435","optemperav","obey; comply with the demands of; be submissive to; (w/DAT);"
"2436","optav","choose, select; wish, wish for, desire;"
"2437","orbav","bereave (of parents, children, etc), deprive (of);"
"2438","ordinav","order/arrange, set in order; adjust, regulate; compose; ordain/appoint (Bee);"
"2439","organizav","organize;"
"2440","ornav","equip; dress; decorate, honor; furnish, adorn, garnish, trim;"
"2441","orav","beg, ask for, pray; beseech, plead, entreat; worship, adore;"
"2442","ortav","procreate; give birth/rise to; beget; engender/produce/generate (offspring);"
"2443","ostentav","show, display; point out, declare; disclose, hold out (prospect);"
"2444","ovav","rejoice;"
"2445","oxydav","oxidize;"
"2446","pacificav","make peace, conclude peace; grant peace; pacify, appease;"
"2447","pacav","pacify, subdue;"
"2448","paedicav","commit sodomy/pederasty with, practice unnatural vice upon;"
"2449","paedicav","perform anal intercourse; commit sodomy with;"
"2450","palificav","make evident;"
"2451","palliav","disguise; cloak; palliate;"
"2452","palpitav","throb, beat, pulsate;"
"2453","palpav","stroke; coax, flatter, wheedle;"
"2454","pampinav","trim (vines);"
"2455","pappav","eat;"
"2456","paratragoedav","talk theoretically;"
"2457","parentav","perform rites at tombs; make appeasement offering (to the dead);"
"2458","pariav","acquire (accounts); settle a debt; settle up;"
"2459","paritav","make ready;"
"2460","parav","prepare; furnish/supply/provide; produce; obtain/get; buy; raise; put up; plan;"
"2461","participav","share; impart; partake of; participate in;"
"2462","pastinav","prepare (ground) by digging and leveling;"
"2463","patinav","skate;"
"2464","patrizav","take after one's father;"
"2465","patrav","accomplish, bring to completion;"
"2466","pauperav","make poor, deprive;"
"2467","pausav","pause; halt; cease;"
"2468","peccav","sin; do wrong, commit moral offense; blunder, stumble; be wrong;"
"2469","peccav","|make mistake; make slip in speaking; act incorrectly; go wrong, be faulty;"
"2470","pedicav","perform anal intercourse; commit sodomy with;"
"2471","peiorav","aggravate;"
"2472","peiurav","swear falsely; perjure oneself; (see also peiero);"
"2473","pejerav","swear falsely; swear false oath; lie;"
"2474","pejurav","swear falsely; swear false oath; lie;"
"2475","penetrav","enter, penetrate;"
"2476","pensitav","weigh/ponder/consider; compare (with); pay/be subject to tax; bring in income;"
"2477","pensav","weigh (out); pay/punish for; counterbalance, compensate; ponder, examine;"
"2478","peraequav","equalize; make quite equal;"
"2479","peragitav","harass with repeated attacks;"
"2480","peragrav","travel over every part of, scour;"
"2481","perambulav","walk about in, tour; make the round of;"
"2482","peramav","persevere in love;"
"2483","perarav","furrow; inscribe (scratch on a waxen tablet);"
"2484","percelebrav","make thoroughly known;"
"2485","percrepu","resound; make resound;"
"2486","percurav","heal completely;"
"2487","percursav","rove about;"
"2488","percutav","affect deeply;"
"2489","perdolav","hack, hew into shape, fashion by hewing/hacking;"
"2490","perdomu","tame/subdue thoroughly, break in (animals); conquer/subjugate completely;"
"2491","perdomu","|crush (grain)/knead (dough) thoroughly; work/break up (soil) thoroughly;"
"2492","perductav","guide;"
"2493","perdurav","last long, endure;"
"2494","perennav","last many years;"
"2495","perequitav","ride through; ride around;"
"2496","pererrav","wander through, roam or ramble over;"
"2497","perflav","blow through or over;"
"2498","perfluctuav","flow through;"
"2499","perforav","bore/pierce/make a hole/passage/break in/through; bore/pierce/stab/perforate;"
"2500","perfremu","fill place with roaring/snorting sounds; snort/roar along;"
"2501","perfricav","rub all over; rub smooth; [~ os/frontem/facium => wipe off blush/abandon shame];"
"2502","perfricu","rub all over; rub smooth; [~ os/frontem/facium => wipe off blush/abandon shame];"
"2503","perjurav","swear falsely;"
"2504","perlibrav","make level;"
"2505","perlitav","make auspicious sacrifice;"
"2506","perlustrav","go or wander all through; view all over, scan, scrutinize;"
"2507","permanav","flow through; leak through; permeate;"
"2508","permaturav","become quite ripe;"
"2509","permeav","go or pass through, cross, traverse; pervade;"
"2510","permutav","exchange (for); swap;"
"2511","pernegav","deny completely; refuse completely;"
"2512","pernoctav","spend the night; occupy the night (w/person or in place); guard all night;"
"2513","pernumerav","count up; reckon;"
"2514","perornav","adorn highly/greatly;"
"2515","perorav","deliver the final part of a speech, conclude;"
"2516","perpacav","subdue completely;"
"2517","perpetrav","carry through, accomplish;"
"2518","perpotav","drink heavily; drink up;"
"2519","perpurgav","purge well; clear up; explain fully;"
"2520","perreptav","crawl through, crawl about;"
"2521","perrogav","ask/question/solicit in turn; L:propose/pass a law; carry (bill);"
"2522","persalutav","salute/greet in turn;"
"2523","persanav","cure completely;"
"2524","persecav","dissect; cut up;"
"2525","perseverav","persist, persevere; continue;"
"2526","persignav","note down; record;"
"2527","personificav","personify;"
"2528","personav","make loud/continuous/pervasive noise/loud music; ring/resound; chant/shout out;"
"2529","personu","make loud/continuous/pervasive noise/loud music; ring/resound; chant/shout out;"
"2530","perspectav","look through to end; examine closely;"
"2531","perstimulav","stimulate violently;"
"2532","perstit","stand firm; last, endure; persevere, persist in;"
"2533","persultav","leap or skip or prance about, range (over), scour;"
"2534","pertemptav","test, try out; explore thoroughly; agitate thoroughly;"
"2535","pertentav","test, try out; explore thoroughly; agitate thoroughly;"
"2536","perterebrav","bore through;"
"2537","perterritav","frighten thoroughly/greatly, terrify;"
"2538","pertolerav","endure;"
"2539","perturbav","confuse, throw into confusion; disturb, perturb, trouble; alarm;"
"2540","pervastav","devastate completely;"
"2541","pervestigav","make a thorough search of; explore fully;"
"2542","pervigilav","remain awake all night; keep watch all night; keep a religious vigil;"
"2543","pervolgav","proclaim; spread abroad; (pervulo);"
"2544","pervolitav","flit across; fly repeatedly over/through; move rapidly through space/heavens;"
"2545","pervolav","fly or flit through; wing one's way; move rapidly through the air;"
"2546","pervolav","fly through; fly;"
"2547","pervolutav","roll about; be busied with;"
"2548","pervulgav","make publicly known, spread abroad;"
"2549","pessimav","ruin, debase; spoil completely, make utterly bad; harm, injure, bring calamity;"
"2550","pessumded","destroy, ruin; sink, send to the bottom; put an end to; do away with, remove;"
"2551","pessunded","destroy, ruin; sink, send to the bottom; put an end to; do away with, remove;"
"2552","phantasiav","imagine, fancy;"
"2553","phlebotomav","let blood; bleed;"
"2554","photocopiav","photocopy;"
"2555","photographav","photograph;"
"2556","physiculav","prophesy, foresee, divine;"
"2557","picav","smear with pitch;"
"2558","pignerav","pledge, pawn, give a pledge; bind/engage; guarantee/assure;"
"2559","pignorav","pledge, pawn, give a pledge; bind/engage; guarantee/assure;"
"2560","pigrav","hesitate; hang back;"
"2561","pilav","grow hairy; depilate; plunder;"
"2562","piav","appease, propitiate; cleanse, expiate;"
"2563","pipilav","twitter, chirp;"
"2564","pipiav","chirp, pipe;"
"2565","placitav","plead;"
"2566","placav","appease; placate; reconcile;"
"2567","plagav","strike; wound;"
"2568","plantav","propagate from cuttings; set out, transplant (L+S); fix in place; form, make;"
"2569","plasmav","form, mold, fashion;"
"2570","plegiav","pledge;"
"2571","plicav","fold (up), bend, flex; roll up; twine/coil; wind/fold together (L+S); double up;"
"2572","plicav","|multiply by X (only with numerical prefix), X-tuple; add together (L+S);"
"2573","plicu","fold (up), bend, flex; roll up; twine/coil; wind/fold together (L+S); double up;"
"2574","plipiav","screech; (emit the cry of the hawk);"
"2575","plav","multiply by X (only with numerical prefix), X-tuple, increase X fold;"
"2576","plorav","cry over, cry aloud; lament, weep; deplore;"
"2577","plumbav","solder, lead; make of lead;"
"2578","ponderav","weigh; weigh up;"
"2579","populav","ravage, devastate, lay waste; plunder; despoil, strip;"
"2580","portav","carry, bring;"
"2581","postputav","consider less important; disregard;"
"2582","postulav","demand, claim; require; ask/pray for;"
"2583","potionav","give to drink;"
"2584","potitav","drink;"
"2585","potav","drink; drink heavily/convivially, tipple; swallow; absorb, soak up;"
"2586","potav","drink; drink heavily/convivially, tipple; swallow; absorb, soak up;"
"2587","praeambulav","walk before; precede;"
"2588","praecelerav","hasten before;"
"2589","praecellav","surpass; excel;"
"2590","praecentav","sing consolation for;"
"2591","praecipitav","throw headlong, cast down;"
"2592","praecontrectav","pre-consider; feel in advance;"
"2593","praedelassav","weary beforehand;"
"2594","praedestinav","predestine, predetermine, determine beforehand; provide beforehand;"
"2595","praedeterminav","fix beforehand;"
"2596","praedicav","proclaim/declare/make known/publish/announce formally; praise/recommend; preach;"
"2597","praedivinav","pre-divine; divine in advance;"
"2598","praedav","pillage, despoil, plunder; rob/ravish/take; acquire loot (robbery/war); catch;"
"2599","praedurav","harden; make very hard;"
"2600","praefestinav","be too hasty; hurry past;"
"2601","praeflorav","deprive of blossoms; diminish, lessen;"
"2602","praefocav","choke, suffocate;"
"2603","praegravav","weigh down, burden;"
"2604","praegustav","taste in advance;"
"2605","praejudicav","prejudge; decide beforehand;"
"2606","praejuvav","aid before; give aid previously;"
"2607","praelegav","pre-bequeath; bequeath before inheritance is divided;"
"2608","praeligav","pre-bind; tie around; tether;"
"2609","praemandav","pre-order;"
"2610","praememorav","mention first;"
"2611","praemicav","glitter forth;"
"2612","praeministrav","attend to; minister to;"
"2613","praenarrav","tell beforehand;"
"2614","praenatav","swim by; flow by;"
"2615","praenavigav","sail along; sail past;"
"2616","praenotav","mark before; note down; predict; L:entitle;"
"2617","praenuntiav","announce in advance;"
"2618","praeoccupav","seize upon beforehand; anticipate;"
"2619","praeoptav","prefer;"
"2620","praeparav","prepare;"
"2621","praeponderav","outweigh; be of more weight;"
"2622","praeportav","carry before;"
"2623","praeputiav","drawing out the foreskin/prepuce;"
"2624","praeradiav","outshine;"
"2625","praerogav","ask first; pay in advance;"
"2626","praesecu","cut in front, cut;"
"2627","praesentav","present (to mind/senses), exhibit (to view), show (oneself); hold out; hand to;"
"2628","praestiti","it is better;"
"2629","praestinav","buy; purchase;"
"2630","praestav","excel, surpass, be outstanding/superior/best/greater/preferable (to); prevail;"
"2631","praestav","|furnish/supply, make available, hand over; tender/offer/present; play part;"
"2632","praestav","||apply, bring to bear; fulfill, make good; keep word; be responsible for;"
"2633","praestit","excel, surpass, be outstanding/superior/best/greater/preferable (to); prevail;"
"2634","praestit","|furnish/supply, make available, hand over; tender/offer/present; play part;"
"2635","praestit","||apply, bring to bear; fulfill, make good; keep word; be responsible for;"
"2636","praesultav","dance/leap before/in front of;"
"2637","praetemptav","pre-test, try out in advance; feel/search/grope out beforehand;"
"2638","praetentav","allege; hold out as a reason;"
"2639","praeternavigav","sail by;"
"2640","praetervolav","fly past; slip by;"
"2641","praetrepidav","be hasty or impatient;"
"2642","praetruncav","cut off; clip;"
"2643","praevaricav","transgress, sin against; violate; be in collusion; be/walk crooked/not upright;"
"2644","praevitiav","precorrupt; corrupt in advance;"
"2645","praevolav","fly before;"
"2646","pravav","misrule; be crooked/bad/vicious/evil/corrupt; bend;"
"2647","preexistav","pre-exist; be previously;"
"2648","prehensav","grasp/clutch at/constantly; lay hold of; accost/buttonhole; canvass, solicit;"
"2649","prensav","grasp/clutch at/constantly; lay hold of; accost/buttonhole; canvass, solicit;"
"2650","pressav","press, squeeze;"
"2651","principiav","begin to speak; begin to peak (medieval);"
"2652","privav","deprive, rob, free;"
"2653","probav","approve (of), esteem/commend/recommend/certify; give assent/approval/sanction;"
"2654","probav","|let; show to be real/true; examine/test/try/prove/demonstrate; get accepted;"
"2655","proclamav","call/cry out, raise an outcry; appeal noisily; take claim to court; proclaim;"
"2656","proclinav","tilt forward; cause to totter;"
"2657","procorav","urge/press (w/commands/suits); woo, importune for one's hand; ask/demand (L+S);"
"2658","procrastinav","put off till the next day, postpone; delay;"
"2659","procreav","bring into existence, beget, procreate; produce, create;"
"2660","procubu","lie outstretched;"
"2661","proculcav","trample on;"
"2662","procurav","manage; administer; attend to;"
"2663","procursav","run frequently forward, dash out;"
"2664","prodeambulav","take a walk;"
"2665","profanav","desecrate, profane;"
"2666","profligav","overthrow, rout;"
"2667","proflav","blow out, exhale;"
"2668","progenerav","engender, produce;"
"2669","programmav","program (data processing);"
"2670","prolatav","lengthen, enlarge; prolong; put off, defer;"
"2671","prolectav","lure, entice;"
"2672","prolongav","prolong, extend, lengthen;"
"2673","promonav","emanate;"
"2674","promptav","distribute widely;"
"2675","promulgav","make known by public proclamation; publish;"
"2676","pronuntiav","announce; proclaim; relate; divulge; recite; utter;"
"2677","propagav","propagate; extend, enlarge, increase;"
"2678","properav","hurry, speed up; be quick;"
"2679","prophetizav","prophesy, foretell, predict;"
"2680","prophetav","prophesy, foretell, predict;"
"2681","propinav","drink to anyone (his health), pledge; give to drink; hand over, yield up; make;"
"2682","propinquav","bring near; draw near;"
"2683","propitiav","propitiate, render favorable, win over; sooth (feelings);"
"2684","propugnav","fight (on the defensive);"
"2685","propulsav","repulse, drive back/off; ward off, repel, avert; pound, batter;"
"2686","prorogav","prolong, keep going; put off, defer;"
"2687","prospectav","gaze out (at); look out on;"
"2688","prosperav","cause to succeed, further;"
"2689","prostit","offer goods for sale to public; be on sale, expose for sale/prostitute oneself;"
"2690","protelav","drive/cause to retreat before one; drive forth, hound out, rout; beat back/off;"
"2691","protestav","testify, testify publicly, bear witness to; protest (L+S); assert (Bee);"
"2692","protuberav","swell/bulge out; grow forth; stand out (Sax);"
"2693","proturberav","bulge/swell out; grow forth; stand out (Sax); be prominent, project;"
"2694","proturbav","drive/push away/out of the way; drive out in confusion; repulse; pitch forward;"
"2695","provocav","call forth; challenge; provoke;"
"2696","provolav","fly forward; dash forth;"
"2697","provulgav","publish; make known;"
"2698","proximav","come/draw near, approach; be near;"
"2699","publicav","confiscate; make public property; publish;"
"2700","pugilav","box;"
"2701","pugnav","fight; dispute; [pugnatum est => the battle raged];"
"2702","pullulav","sprout, send forth new growth; spring forth;"
"2703","pulsav","beat; pulsate;"
"2704","pultav","knock, strike;"
"2705","pulverizav","pulverize;"
"2706","pumicav","polish/rub smooth with pumice stone; (esp. book);"
"2707","purgav","make clean, cleanse; excuse;"
"2708","purificav","purify/make ceremonially/ritually pure; clean/clear; free of dirt/encumbrances;"
"2709","putav","think, believe, suppose, hold; reckon, estimate, value; clear up, settle;"
"2710","pytissav","spit out wine; to spit out wine after tasting;"
"2711","quadrav","square up, make square/suitable; square/fit; quadruple; form rectangular shape;"
"2712","quadruplicav","quadruple; multiply by four;"
"2713","quaeritav","seek, search for;"
"2714","qualificav","qualify, invest with a quality/qualities;"
"2715","quassav","shake repeatedly; wave, flourish; batter; weaken;"
"2716","quinquiplicav","multiply by five;"
"2717","radicav","take root; grow roots;"
"2718","radiav","beam, shine; radiate light;"
"2719","raptav","drag violently off; ravage;"
"2720","rasitav","shave (off) habitually;"
"2721","ratificav","ratify;"
"2722","rationalizav","rationalize;"
"2723","rebellav","rebel, revolt;"
"2724","reboav","resound, re-echo; bellow back; call/cry in answer;"
"2725","recantav","charm away/back; withdraw, recall, revoke, recant;"
"2726","recapitulav","recapitulate, go over the main points again;"
"2727","receptav","recover; receive, admit (frequently);"
"2728","reciperav","restore, restore to health; refresh, recuperate;"
"2729","reciprocav","move backwards and forwards; (w/animam) to breathe;"
"2730","recitav","read aloud, recite; name in writing;"
"2731","reclamav","cry out in protest at;"
"2732","reclinav","bend back; [se reclinare => lean back, recline];"
"2733","recogitav","consider, reflect, think over; examine, inspect;"
"2734","recompensav","repay/recompense; compensate for misdeed/wrong; make up for injury/loss; reward;"
"2735","reconciliav","restore; reconcile;"
"2736","reconcinnav","repair; set right;"
"2737","reconflav","rekindle;"
"2738","recreav","restore, revive;"
"2739","recrepu","sound in answer, resound;"
"2740","rectificav","rectify, regulate, control, govern/direct by rule/regulation;"
"2741","recubu","lie down/back, recline, lie on the back;"
"2742","recuperav","regain, restore, restore to health; refresh, recuperate;"
"2743","recurav","cure, restore, refresh;"
"2744","recursav","keep rebounding/recoiling; keep recurring to the mind;"
"2745","recurvav","bend back;"
"2746","recusav","reject, refuse, refuse to; object; decline;"
"2747","redintegrav","renew; revive;"
"2748","redonav","give back again; forgive;"
"2749","redundav","overflow; be too numerous;"
"2750","reflav","blow back again;"
"2751","refocillav","revive, revivify; warm to life again; relieve (Ecc);"
"2752","refocilav","revive, revivify; warm to life again; relieve (Ecc);"
"2753","reformidav","dread; shun; shrink from; recoil at the sight of;"
"2754","reformav","transform, remold; form (new shape); restore;"
"2755","refrenav","curb, check; restrain;"
"2756","refricav","gall; excite again;"
"2757","refrigerav","make cool;"
"2758","refutav","check; refute;"
"2759","reglutinav","unstick; rejoin;"
"2760","regnav","reign, rule; be king; play the lord, be master;"
"2761","regustav","retaste; taste again;"
"2762","rejectav","throw back;"
"2763","relaxav","loosen, widen; relax;"
"2764","relegav","banish, remove; relegate;"
"2765","relevav","relieve/alleviate/diminish/lighten; ease/refresh; exonerate; raise; lift (eyes);"
"2766","religav","tie out of the way; bind fast; moor;"
"2767","remanav","flow back;"
"2768","remeav","go or come back, return;"
"2769","remigav","row, use oars;"
"2770","remigrav","move back; return;"
"2771","remunerav","reward, recompense, remunerate;"
"2772","remunerav","reward; repay, recompense, remunerate; requite; pay back, retaliate;"
"2773","remurmurav","remurmur; murmur back;"
"2774","renarrav","tell over again;"
"2775","renavigav","sail back;"
"2776","renodav","bind back; tie back;"
"2777","renovav","renew, restore; revive;"
"2778","renumerav","repay, pay back; pay out (that owed); report count of;"
"2779","renunciav","report, announce; reject; (also renuntio);"
"2780","renuntiav","report, announce; reject;"
"2781","renutav","refuse; decline;"
"2782","reparav","prepare again; renew, revive;"
"2783","repedav","return, go back; retire;"
"2784","replegiav","bail (person); recover security taken for court appearance;"
"2785","replicav","turn/fold/bend back (on); unroll (scroll); unwind (cable); go over and over;"
"2786","replicu","repeat; turn/fold/bend back (on); unroll, unwind; go over and over;"
"2787","reportav","carry back; report;"
"2788","repraesentav","represent, depict; show, exhibit, display; manifest; pay down, pay in cash;"
"2789","reprehensav","blamer; critic;"
"2790","reprobav","condemn; reject;"
"2791","reptav","crawl/creep (over); move slowly/lazily/furtively, stroll/saunter, slink, grope;"
"2792","repudiav","reject; repudiate; scorn;"
"2793","repugnav","fight back, oppose; be incompatible with; disagree with;"
"2794","repulsav","drive back; reject;"
"2795","repuav","reject;"
"2796","repurgav","recleanse; clear again; purge away;"
"2797","reputav","think over, reflect;"
"2798","requiritav","inquire repeatedly; keep asking after;"
"2799","resacrav","implore again and again; free from a curse;"
"2800","resalutav","greet back; greet in return;"
"2801","resecu","cut back, trim; reap, cut short;"
"2802","resecrav","implore again and again; free from a curse;"
"2803","reseminav","reproduce;"
"2804","reserav","open up, unseal, unbar (gate/door), unfasten; make accessible; uncover, expose;"
"2805","reservav","reserve; spare; hold on to;"
"2806","resignav","unseal; open; resign;"
"2807","resonav","resound;"
"2808","respectav","keep on looking round or back; await; have regard for;"
"2809","respirav","breathe out; take breath; enjoy a respite;"
"2810","responsitav","give advice;"
"2811","responsav","answer, reply (to); reecho;"
"2812","restagnav","overflow; be covered with flood-water;"
"2813","restaurav","restore (condition); rebuild; bring back, re-establish, take up again; renew;"
"2814","restitav","stay behind; hesitate;"
"2815","restit","stand firm; stay behind; be left, be left over; remain;"
"2816","resultav","reverberate, resound; re-echo; rebound, spring back;"
"2817","resuscitav","rouse again, reawaken;"
"2818","retardav","delay, hold up;"
"2819","retemptav","reattempt; try again; (=retento);"
"2820","retentav","hold fast/back, keep hold of; restrain/detain, keep in check/place; retain;"
"2821","retonav","thunder back;"
"2822","retractav","undertake anew; draw back, be reluctant; reconsider; withdraw;"
"2823","retrectav","undertake anew; draw back, be reluctant; reconsider; withdraw; (= retracto);"
"2824","revelav","show; reveal;"
"2825","reverberav","beat back; repel (violently from a surface);"
"2826","revocav","call back, recall; revive; regain;"
"2827","revolav","fly back;"
"2828","rigav","moisten, wet, water, irrigate;"
"2829","robbav","rob;"
"2830","roborav","give physical/moral strength to; reinforce; strengthen, make more effective;"
"2831","rogitav","ask, inquire;"
"2832","rogav","ask, ask for; invite; introduce;"
"2833","rorav","cause dew, drip; be moist;"
"2834","rotav","whirl round; revolve, rotate;"
"2835","rotundav","make round, give circular/spherical shape to; round off (sum);"
"2836","ructav","belch;"
"2837","rugav","wrinkle, crease; corrugate; become wrinkled/rumpled/creased;"
"2838","rumificav","report;"
"2839","ruminav","chew over again; chew the cud;"
"2840","runcinav","plane (as a carpenter);"
"2841","runcav","weed, thin out;"
"2842","rurav","live in the country;"
"2843","rutilav","redden, make reddish; have a reddish glow;"
"2844","rutundav","make round, give circular/spherical shape to; round off (sum);"
"2845","sabbatizav","observe/keep the sabbath;"
"2846","saccav","filter; strain;"
"2847","sacrificav","sacrifice; celebrate the Mass (Erasmus);"
"2848","sacrav","consecrate, make sacred, dedicate;"
"2849","saginav","fatten (animals) for eating; feed lavishly, stuff;"
"2850","sagittav","shoot arrows;"
"2851","saltitav","dance a lot; dance vigorously;"
"2852","saltav","dance, jump; portray or represent in a dance;"
"2853","salutav","greet; wish well; visit; hail, salute;"
"2854","salvificav","save, deliver;"
"2855","salvav","save;"
"2856","sanctificav","sanctify, treat as holy;"
"2857","sanav","cure, heal; correct; quiet;"
"2858","satiav","satisfy, sate; nourish;"
"2859","saturav","fill to repletion, sate, satisfy; drench, saturate;"
"2860","sauciav","wound, hurt; gash, stab;"
"2861","scandalizav","tempt to evil; cause to stumble; offend, scandalize (Bee);"
"2862","scariphav","scratch open; scarify; (L+S gives scarifo, JFW's texts have -ph-);"
"2863","scelerav","defile;"
"2864","scintillav","send out sparks;"
"2865","scirpav","plait/make (baskets, etc.) from bulrushes;"
"2866","scirtav","dance; (4 Ezra 6:21);"
"2867","sclopetav","fire rifle;"
"2868","scopav","brush/sweep away;"
"2869","screav","clear the throat, hawk, hem;"
"2870","scriptitav","write often; compose;"
"2871","scriptav","write; compose;"
"2872","scrutinav","investigate; examine closely/strictly; scrutinize;"
"2873","scrutav","search/probe/examine carefully/thoroughly; explore/scan/scrutinize/investigate;"
"2874","secav","cut, sever; decide; divide in two/halve/split; slice/chop/cut up/carve; detach;"
"2875","secu","cut, sever; decide; divide in two/halve/split; slice/chop/cut up/carve; detach;"
"2876","secubu","sleep apart from one's spouse or lover; sleep alone; live alone;"
"2877","seculizav","live a worldly life;"
"2878","secundav","make conditions favorable (winds/deities), favor; adjust, adapt; prosper;"
"2879","sedav","settle, allay; restrain; calm down;"
"2880","segregav","remove, separate;"
"2881","semigrav","go away;"
"2882","seminav","plant, sow;"
"2883","sensificav","sensitize;"
"2884","sententiav","decree; L:pronounce sentence;"
"2885","separav","divide, distinguish; separate;"
"2886","sequestrav","sequestrate, place/surrender into hands of trustee; separate, remove (L+S);"
"2887","serenav","clear up, brighten; lighten;"
"2888","sermonizav","preach;"
"2889","serrav","saw; saw up, saw into pieces;"
"2890","servav","watch over; protect, store, keep, guard, preserve, save;"
"2891","sessitav","sit for long;"
"2892","sevocav","call aside; remove; separate;"
"2893","sexquartanav","increase by a quarter;"
"2894","sexquintanav","increase by a fifth;"
"2895","sexquinternav","increase by a fifth;"
"2896","sibilav","hiss; hiss at;"
"2897","siccav","dry, drain; exhaust;"
"2898","sigillav","seal; seal-up; confirm; (DEP form also known);"
"2899","significav","signify, indicate, show;"
"2900","signav","mark, stamp, designate, sign; seal;"
"2901","similav","imitate, copy; pretend (to have/be); look like; simulate; counterfeit; feint;"
"2902","simplificav","simplify;"
"2903","simulav","imitate, copy; pretend (to have/be); look like; simulate; counterfeit; feint;"
"2904","sinuav","bend into a curve; bend; billow out;"
"2905","sipav","throw; pour; strew, scatter; (usu. only in compounds);"
