"","V1","V2"
"1175","exsecu","follow, go after/along; strive after; go on with/persist in; attain/arrive at;"
"1176","exsecu","|execute, carry out (duty); go through, rehearse; pursue; develop (topic);"
"1177","exseru","stretch forth; thrust out (of land); put out (plants); lay bare, uncover (body);"
"1178","exstit","step out, come forth, emerge, appear, stand out, project; arise; come to light;"
"1179","exsolv","unfasten/undo/loose; open (vein); thaw (ice); let flow (body discharge); solve;"
"1180","exsolv","|set free, release; end, do away with; pay; award; release; perform/discharge;"
"1181","exsplendu","glitter; shine; become conspicuous;"
"1182","exspu","spit out; eject; rid oneself of;"
"1183","exstinx","put out, extinguish, quench; kill, destroy;"
"1184","exstrux","pile/build up, raise, build, construct;"
"1185","exsurrex","bestir oneself/take action; swell/rise/move/extend up/out/to higher moral level;"
"1186","exsurrex","|rise (to one's feet/from bed/moon/in revolt); stand/rear/get up; come to being;"
"1187","extend","stretch/thrust out; make taut; extend/prolong/continue; enlarge/increase;"
"1188","extend","|make even/straight/smooth; stretch out in death, (PASS) lie full length;"
"1189","extend","stretch/thrust out; make taut; extend/prolong/continue; enlarge/increase;"
"1190","extend","|make even/straight/smooth; stretch out in death, (PASS) lie full length;"
"1191","exters","wipe; wipe dry; wipe away;"
"1192","extimu","take fright, be alarmed, dread;"
"1193","extinx","quench, extinguish; kill; destroy;"
"1194","extipex","examination of entrails or sacrificial victims as means of divination;"
"1195","extrax","drag out; prolong; rescue, extract; remove;"
"1196","extrus","thrust out; draw out;"
"1197","extrux","pile up; build up, raise;"
"1198","extud","beat or strike out produce with effort;"
"1199","exu","pull off; undress, take off; strip, deprive of; lay aside, cast off;"
"1200","exurrex","bestir oneself/take action; swell/rise/move/extend up/out/to higher moral level;"
"1201","exurrex","|rise (to one's feet/from bed/moon/in revolt); stand/rear/get up; come to being;"
"1202","exuss","burn (up/out/completely); destroy/devastate by fire; dry up, parch; scald;"
"1203","fabrefec","make or fashion skillfully;"
"1204","facess","do; perpetrate; go away;"
"1205","fec","make/build/construct/create/cause/do; have built/made; fashion; work (metal);"
"1206","fec","|act/take action/be active; (bowels); act/work (things), function, be effective;"
"1207","fec","||produce; produce by growth; bring forth (young); create, bring into existence;"
"1208","fec","|||compose/write; classify; provide; do/perform; commit crime; suppose/imagine;"
"1209","fefell","deceive; slip by; disappoint; be mistaken, beguile, drive away; fail; cheat;"
"1210","favillescu","be reduced to ashes;"
"1211","fervefec","heat; melt; boil; make (intensely) hot;"
"1212","ferv","be (very) hot; boil/burn; seethe/surge; swarm; be turbulent/run strongly; froth;"
"1213","ferv","|be warm/aroused/inflamed/feverish, reek (w/blood); be active/busy/agitated;"
"1214","fideicommis","leave by will; bequeath;"
"1215","fisus sum  V (3rd) SEMIDEP                                                            [XXXDX] :: trust (in","trust (in), have confidence (in) (w/DAT or ABL);"
"1216","fix","fasten, fix; pierce, transfix; establish;"
"1217","fid","split, cleave, divide;"
"1218","finx","mold, form, shape; create, invent; produce; imagine; compose; devise, contrive;"
"1219","finx","|adapt, transform into; modify (appearance/character/behavior); groom;"
"1220","finx","||make up (story/excuse); pretend, pose; forge, counterfeit; act insincerely;"
"1221","fix","mold, form, shape; create, invent; produce; imagine; compose; devise, contrive;"
"1222","fix","|adapt, transform into; modify (appearance/character/behavior); groom;"
"1223","fix","||make up (story/excuse); pretend, pose; forge, counterfeit; act insincerely;"
"1224","flaccu","begin to flag, become flabby;"
"1225","flex","bend, curve, bow; turn, curl; persuade, prevail on, soften;"
"1226","floccifec","consider unimportant;"
"1227","floccipepend","take (little) account of, consider of no/any importance); (usu. negative);"
"1228","flux","flow, stream; emanate, proceed from; fall gradually;"
"1229","fod","dig, dig out/up; stab;"
"1230","forisfec","forfeit;"
"1231","fracu","become soft/mushy; become mellow/tractable (L+S); spoil, rot, become rancid;"
"1232","freg","break, shatter, crush; dishearten, subdue, weaken; move, discourage;"
"1233","fremu","roar; growl; rage; murmur, clamor for;"
"1234","frendu","gnash the teeth, grind up small;"
"1235","frix","become cold, cool, lose heat; slaken, abate, fall off/flat;"
"1236","frix","roast, parch; fry (L+S);"
"1237","fug","flee, fly, run away; avoid, shun; go into exile;"
"1238","fulgs","glitter/flash/shine brightly, gleam; be brilliant/bright/resplendent; light up;"
"1239","fud","pour, cast (metals); scatter, shed, rout;"
"1240","futu","have sexual relations with (woman); (rude);"
"1241","gemu","moan, groan; lament (over); grieve that; give out a hollow sound (music, hit);"
"1242","genuflex","kneel (down); genuflect; bend the knee;"
"1243","gess","bear, carry, wear; carry on; manage, govern; (se gerere = to conduct oneself);"
"1244","genu","give birth to, bring forth, bear; beget; be born (PASSIVE);"
"1245","glups","peel; strip the bark from; rob;"
"1246","gnov","get to know; learn, find out; become cognizant of/acquainted/familiar with;"
"1247","gnov","|examine, study, inspect; try (case); recognize, accept as valid/true; recall;"
"1248","horru","dread, become terrified; bristle up; begin to shake/tremble/shudder/shiver;"
"1249","ic","hit, strike; smite, stab, sting; [foedus ~ => conclude/make a treaty, league];"
"1250","ic","hit, strike; smite, stab, sting; [foedus ~ => conclude/make a treaty, league]);"
"1251","ignov","pardon, forgive (with DAT);"
"1252","illex","allure, entice;"
"1253","illis","strike/beat/dash/push against/on; injure by crushing; drive (teeth into);"
"1254","illev","smear over; anoint;"
"1255","illux","begin to dawn;"
"1256","illus","mock, ridicule, speak mockingly of; fool, dupe; use for sexual pleasure;"
"1257","imbib","drink in, imbibe; assimilate; absorb into one's mind, conceive;"
"1258","imbu","wet, soak, dip; give initial instruction (in);"
"1259","immadu","become wet or moist;"
"1260","immers","dip; plunge; (se immergere (with in + acc.) = to plunge into, to insinuate;"
"1261","imminu","diminish; impair; abbreviate (Col);"
"1262","immis","send in/to/into/against; cause to go; insert; hurl/throw in; let go/in; allow;"
"1263","impul","drive/persuade/impel; urge on/action; push/thrust/strike against; overthrow;"
"1264","impend","expend, spend; devote (to);"
"1265","impetiv","attack, assail; rush upon (L+S); accuse;"
"1266","impeg","thrust, strike or dash against;"
"1267","implu","rain; rain upon;"
"1268","imposu","impose, put upon; establish; inflict; assign/place in command; set;"
"1269","impress","impress, imprint; press upon; stamp;"
"1270","inars","kindle, take fire; become glowing;"
"1271","inbib","drink in, imbibe; assimilate; absorb into one's mind, conceive;"
"1272","incalu","grow hot; become heated;"
"1273","incandu","grow warm, be heated, glow, become red-hot;"
"1274","incanu","turn gray or hoary;"
"1275","incess","advance, march; approach; step, walk, march along;"
"1276","incend","set on fire; set fire to, kindle, burn; cause to flame/burn; keep fire burning;"
"1277","incend","|scorch; make fiery hot (fever/thirst); light up; cause to glow; intensify;"
"1278","incend","||inspire, fire, rouse, excite, inflame; provoke, incense, aggravate;"
"1279","incesiv","assault, attack; reproach, abuse;"
"1280","incid","happen; fall into, fall in with, meet; fall upon, assail;"
"1281","incid","|cut into, cut open; inscribe, engrave inscription; break off;"
"1282","incinx","gird (with); wrap (tightly) round (with);"
"1283","incep","begin; start, undertake;"
"1284","inclus","shut up/in, imprison, enclose; include;"
"1285","incolu","live, dwell/reside (in); inhabit; sojourn;"
"1286","incox","boil in or down; boil;"
"1287","increbru","become stronger or more intense; spread;"
"1288","increv","grow (in or upon); grow, swell, increase, be augmented; be swollen;"
"1289","incud","hammer out;"
"1290","incumbu","lean forward/over/on, press on; attack, apply force; fall on (one's sword);"
"1291","incucurr","run into or towards, attack, invade; meet (with); befall;"
"1292","incurr","run into or towards, attack, invade; meet (with); befall;"
"1293","incuss","strike on or against; instill;"
"1294","indix","declare publicly; proclaim, announce; appoint; summon;"
"1295","inded","put in or on; introduce;"
"1296","indolu","feel pain of mind; grieve;"
"1297","indux","lead in, bring in (performers); induce, influence; introduce;"
"1298","indu","put on, clothe, cover; dress oneself in; [se induere => to impale oneself];"
"1299","induru","harden, set, become hard/tough/robust; become firmly established/inflexible;"
"1300","infervefec","cause to boil;"
"1301","infervu","grow hot;"
"1302","infec","corrupt, infect, imbue; poison; dye, stain, color, spoil;"
"1303","infix","fasten (on), fix, implant, affix; impose; drive/thrust in;"
"1304","infid","cleave; plow a path into;"
"1305","inflex","bend; curve; change;"
"1306","inflix","knock or dash (against); inflict, impose;"
"1307","influx","flow into; flow;"
"1308","infod","bury, inter;"
"1309","infremu","bellow, roar;"
"1310","infreg","break, break off; lessen, weaken, diminish, dishearten; overcome, crush;"
"1311","infud","pour in, pour on, pour out;"
"1312","ingemu","groan/moan (begin to) at/over; cry w/pain/anguish/sorrow; creak/groan (object);"
"1313","ingemu","groan/moan (begin to) at/over; cry w/pain/anguish/sorrow; creak/groan (object);"
"1314","ingemu","groan/moan/sigh (at/over); utter cry of pain/anguish; creak/groan (objects);"
"1315","ingess","carry in, throw in; heap; force/thrust/throw upon;"
"1316","ingenu","engender; instill by birth;"
"1317","ingru","advance threateningly; make an onslaught on; break in, come violently, force;"
"1318","inhorru","bristle up; quiver, tremble, shudder at;"
"1319","injec","hurl/throw/strike in/into; inject; put on; inspire, instill (feeling, etc);"
"1320","injec","hurl/throw/strike in/into; inject; put on; inspire, instill (feeling, etc);"
"1321","injunx","enjoin, charge, bring/impose upon; unite; join/fasten/attach (to);"
"1322","inlis","strike/beat/dash/push against/on; injure by crushing; drive (teeth into);"
"1323","inlev","smear over; anoint;"
"1324","inmis","send in/to/into/against; cause to go; insert; hurl/throw in; let go/in; allow;"
"1325","innexu","tie, fasten (to); devise, weave (plots);"
"1326","innotu","become known, be made conspicuous;"
"1327","innups","marry (into a family);"
"1328","innu","nod or beckon (to);"
"1329","inolev","grow in or on;"
"1330","inpul","drive/persuade/impel; urge on/action; push/thrust/strike against; overthrow;"
"1331","inpetiv","attack, assail; rush upon (L+S); accuse;"
"1332","inposu","impose, put upon; establish; inflict; assign/place in command; set;"
"1333","inpress","impress, imprint; press upon; stamp;"
"1334","inquisiv","examine, investigate, scrutinize; seek grounds for accusation; search, seek;"
"1335","inraus","become hoarse;"
"1336","inrup","invade; break/burst/force/rush in/upon/into, penetrate; intrude on; interrupt;"
"1337","inru","rush/dash/run in/upon/headlong, attack/charge; throw self on; enter eagerly in;"
"1338","inru","intrude/encroach/invade, force way in; demolish (Souter); cause to collapse;"
"1339","inscend","climb on, ascend, mount;"
"1340","inscrips","write on/in; inscribe, brand; record as; entitle;"
"1341","insculps","carve (in or on), engrave; engrave on the mind;"
"1342","insenu","grow old in; wane;"
"1343","inseru","plant, sow; graft on; put in, insert;"
"1344","insed","sit/settle on; occupy/seize, hold (position); penetrate, sink in; merge into;"
"1345","insid","sit/settle on; occupy/seize, hold (position); penetrate, sink in; merge into;"
"1346","insillu","leap into or on;"
"1347","insipu","|act foolishly;"
"1348","insipu","throw in;"
"1349","instit","stand/tread upon, stand, stop; press on, persevere (with); pursue, set about;"
"1350","insolev","become overbearing; grow proud/haughty/insolent; change, become manly (L+S);"
"1351","insordu","become gloomy;"
"1352","inspars","sprinkle upon; (= inspergo);"
"1353","inspers","sprinkle upon;"
"1354","inspex","examine, inspect; consider, look into/at, observe;"
"1355","inspu","spit upon;"
"1356","instrav","spread or strew on; cover (with); lay over;"
"1357","institu","set up, establish, found, make, institute; build; prepare; decide;"
"1358","instrepu","make a loud noise;"
"1359","instrux","construct, build; prepare, draw up; fit out; instruct, teach;"
"1360","insuev","become accustomed (to); accustom;"
"1361","insumps","spend, expend/employ (money/time/effort), devote; consume, take in/up; assume;"
"1362","insu","sew up (in), sew (on or in);"
"1363","insurrex","rise up; rise up against;"
"1364","intabu","pine away; melt away;"
"1365","intex","cover; cover over;"
"1366","intellex","understand; realize;"
"1367","intend","hold out; stretch, strain, exert;"
"1368","intepu","become warm;"
"1369","intercess","intervene;  intercede, interrupt; hinder; veto; exist/come between;"
"1370","intercid","happen; perish; fall from memory, cease to exist;"
"1371","intercid","cut through, sever;"
"1372","intercep","cut off; intercept, interrupt; steal;"
"1373","interclus","cut off; blockade; hinder, block up;"
"1374","interdix","forbid, interdict, prohibit; debar (from);"
"1375","interem","do away with; kill, cut off from life; extinguish; put an end to, destroy;"
"1376","interfec","kill; destroy;"
"1377","interflux","flow between or through;"
"1378","interjec","put/throw between; interpose; insert; introduce;"
"1379","interim","do away with; kill, cut off from life; extinguish; put an end to, destroy;"
"1380","interjaec","put/throw between; interpose; insert; introduce;"
"1381","interjec","put/throw between; interpose; insert; introduce;"
"1382","interlev","smear between; erase fully;"
"1383","interlus","play between/together;"
"1384","interlux","flow between;"
"1385","intermicu","glitter among; glitter forth;"
"1386","intermis","interrupt;  omit; stop; leave off (temporarily); leave a gap;"
"1387","internov","distinguish between; pick out;"
"1388","interposu","insert, introduce; admit;  allege; interpose; (interponere se = to intervene);"
"1389","interquiev","rest awhile;"
"1390","interras","decorate with intaglio/incised carvings/engraving; embossed (L+S); scraped;"
"1391","interrup","drive a gap in, break up; cut short, interrupt;"
"1392","interscid","cut down; cut through, sever;"
"1393","intersecu","cut apart; divide;"
"1394","intersev","sow; plant;"
"1395","interstinx","separate; extinguish; kill;"
"1396","intervert","embezzle, cheat; turn upside down/inside out; reverse, invert, overturn, upset;"
"1397","intervis","look at, visit;"
"1398","intexu","weave (into), embroider (on); cover by twining; insert (into a book, etc);"
"1399","intinx","dip/plunge in; saturate, steep; cause to soak in; color (w/cosmetics);"
"1400","intinx","dip/plunge in; saturate, steep; cause to soak in; color (w/cosmetics);"
"1401","intremu","begin to tremble;"
"1402","introcess","enter;"
"1403","introdux","introduce, bring/lead in;"
"1404","intromis","admit, let into, allow to come in; send/put in; introduce;"
"1405","introrup","break in;"
"1406","introspex","examine; inspect; look upon;"
"1407","intumu","swell up, become swollen; rise;"
"1408","inunx","anoint (with); cover (food w/dressing); rub in (medicaments);"
"1409","inunx","anoint (with); cover (food w/dressing); rub in (medicaments);"
"1410","inuss","burn, scorch; burn (off/away/hole); cauterize; curl (hair w/hot tongs); tinge;"
"1411","inuss","|burn in (w/hot iron), make imprint by burning; brand/impress (on/with); stamp;"
"1412","inuss","||impress indelibly; impose unalterably; paint by encaustic method;"
"1413","invas","enter, attempt; invade; take possession of; attack (with in +acc.);"
"1414","invalu","strengthen, grow strong; increase in power/effectiveness/intensity/frequency;"
"1415","invex","carry/bring in, import; ride (PASS), drive, sail, attack;"
"1416","invert","turn upside down; pervert; change;"
"1417","inveterav","grow old; become established/customary;"
"1418","invis","go to see, visit; watch over;"
"1419","involv","wrap (in), cover, envelop; roll along;"
"1420","invort","turn upside down; pervert; change;"
"1421","irreps","creep in or into; steal into; insinuate oneself (into);"
"1422","irrup","invade; break/burst/force/rush in/upon/into, penetrate; intrude on; interrupt;"
"1423","irru","rush into; invade;"
"1424","irru","rush/dash/run in/upon/headlong, attack/charge; throw self on; intrude/encroach;"
"1425","irru","intrude/encroach/invade, force way in; demolish (Souter); cause to collapse;"
"1426","jec","throw, hurl, cast; throw away; utter;"
"1427","junx","join, unite; bring together, clasp (hands); connect, yoke, harness;"
"1428","juvenu","grow up; grow young again, regain youth;"
"1429","labefec","make unsteady/totter; loosen, shake; subvert (power/authority); weaken resolve;"
"1430","lacessiv","provoke, excite, harass, challenge, harass; attack, assail;"
"1431","laes","strike; hurt, injure, wound; offend, annoy;"
"1432","lamb","lick; lap/lick/suck up, absorb; wash/bathe; surround; fondle/caress (L+S); fawn;"
"1433","lambu","lick; lap/lick/suck up, absorb; wash/bathe; surround; fondle/caress (L+S); fawn;"
"1434","languefec","make languid/inactive/weak/faint;"
"1435","langu","become faint or languid or weak, wilt;"
"1436","latu","become broad (long-a);"
"1437","latu","hide oneself (short-a);"
"1438","leg","read; gather, collect (cremated bones); furl (sail), weigh (anchor); pick out;"
"1439","linx","lick; lick up (L+S);"
"1440","lev","smear, plaster (with); seal (wine jar); erase/rub over; befoul; cover/overlay;"
"1441","liqu","leave, quit, forsake; abandon, desist from; allow to remain in place; bequeath;"
"1442","liquefec","melt, dissolve; liquefy; make (melody) clear and sweet (liquid);"
"1443","livu","become livid; become black and blue; become envious;"
"1444","lux","begin to shine; grow light (of the day), dawn; (usu. IMPERS);"
"1445","luxi","it grows light, it is getting light, dawn is coming/breaking, day is breaking;"
"1446","lux","begin to shine; grow light (of the day), dawn; (usu. IMPERS);"
"1447","luxi","it grows light, it is getting light, dawn is coming/breaking, day is breaking;"
"1448","lus","play, mock, tease, trick;"
"1449","lu","pay; pay fine, compensate/atone; [poenam ~ => suffer punishment as expiation];"
"1450","lu","|atone, make amends for, expiate; compensate; liberate/set free; redeem (debt);"
"1451","lu","||fulfill (promise), make good; discharge (debt); avert (trouble) by expiation;"
"1452","madefec","wet/moisten, make wet/moist/drunk; soak/drench/steep; intoxicate/soak (w/drink);"
"1453","madu","become wet/moist;"
"1454","maledix","speak ill/evil of, revile, slander; abuse, curse;"
"1455","malefec","do evil/wrong/harm/injury/mischief; act wickedly;"
"1456","mand","chew, champ, masticate, gnaw; eat, devour; lay waste;"
"1457","mansuefec","tame; civilize; make peaceful/quiet/docile;"
"1458","mansuev","tame; become/grow tame; render/become mild/gentle/less harsh/severe;"
"1459","manucep","go bail(for); undertake;"
"1460","manumis","release, free, set free/at liberty, emancipate;"
"1461","marcu","wither, shrivel up; fade/pine away; become weak/enfeebled/languid/apathetic;"
"1462","marcu","be withered/flabby, droop/shrivel; flag/faint; be weak/enfeebled/idle/apathetic;"
"1463","maturu","become ripe, ripen mature;"
"1464","mix","urinate, make water; ejaculate; (somewhat rude);"
"1465","mers","dip, plunge, immerse; sink, drown, bury; overwhelm;"
"1466","messu","reap; mow, cut off;"
"1467","metu","fear; be afraid; stand in fear of; be apprehensive, dread;"
"1468","minx","make water, urinate;"
"1469","mix","make water, urinate;"
"1470","minu","lessen, reduce, diminish, impair, abate;"
"1471","misfec","do wrong to; harm, injure, hurt;"
"1472","mis","send, throw, hurl, cast; let out, release, dismiss; disregard;"
"1473","molu","grind;"
"1474","neclex","disregard, neglect, ignore, regard of no consequence; do nothing about; despise;"
"1475","nexu","tie, bind;"
"1476","neglex","disregard, neglect, ignore, regard of no consequence; do nothing about; despise;"
"1477","neglix","disregard, neglect, ignore, regard of no consequence; do nothing about; despise;"
"1478","nex","tie together; bind together; (see also nectere);"
"1479","nigru","become black, grow dark;"
"1480","ninx","snow;"
"1481","ninxi","it snows;"
"1482","ninx","snow;"
"1483","nitu","begin to shine;"
"1484","nov","get to know; learn, find out; become cognizant of/acquainted/familiar with;"
"1485","nov","|examine, study, inspect; try (case); recognize, accept as valid/true; recall;"
"1486","notu","become known; become famous;"
"1487","nups","marry, be married to;"
"1488","nu","nod;"
"1489","nu","nod;"
"1490","obdid","put before/against; shut, close, fasten;"
"1491","obdux","lead or draw before; cover/lay over; overspread; wrinkle; screen;"
"1492","obduru","be persistent, endure;"
"1493","obfend","offend, give offense (to); displease/annoy/vex; trouble/upset, hurt (feelings);"
"1494","obfend","|strike/knock against; bump into; stumble upon; check, stop short; spoil/harm;"
"1495","obfend","||come upon, meet, find, encounter, be faced with; run aground; violate/wrong;"
"1496","obfreg","break up (ground) by cross-plowing;"
"1497","obhaes","stick fast; adhere;"
"1498","objec","throw before/to, cast; object, oppose; upbraid; throw in one's teeth; present;"
"1499","objec","throw before/to, cast; object, oppose; upbraid; throw in one's teeth; present;"
"1500","oblangu","become feeble;"
"1501","oblis","crush;"
"1502","oblitu","conceal oneself;"
"1503","obmutu","lose one's speech, become silent;"
"1504","obnups","veil, cover (the head);"
"1505","obreps","creep up on/approach unawares/unobserved; sneak/drop in; pay surprise visit on;"
"1506","obrigu","stiffen;"
"1507","obru","cover up, hide, bury; overwhelm, ruin; crush;"
"1508","obsev","sow, plant; cover;"
"1509","obstit","oppose, resist; stand in the way; make a stand against, withstand;"
"1510","obsolefec","degrade/abase; lower worth/dignity of; make common; wear out (L+S); spoil/sully;"
"1511","obsolev","fall into disuse, be forgotten about;"
"1512","obstipu","be amazed;"
"1513","obstrepu","roar against; make a loud noise;"
"1514","obstrinx","confine; involve; oblige, put under an obligation, bind, bind by oath;"
"1515","obstrux","block up, barricade;"
"1516","obstupefec","strike dumb (w/powerful emotion)/stun/daze/paralyze; befuddle/stupefy (w/drink);"
"1517","obstupu","be stupefied; be struck dumb; be astounded;"
"1518","obsu","sew up;"
"1519","obsurdu","become deaf; turn a deaf ear;"
"1520","obtex","cover over; conceal; protect;"
"1521","obtend","stretch/spread before/over; hide, envelop, conceal; plead as an excuse;"
"1522","obtriv","crush; destroy; trample on, speak of or treat with the utmost contempt;"
"1523","obticu","meet a situation with silence;"
"1524","obtig","befall, occur (to advantage/disadvantage); fall to as one's lot;"
"1525","obtorpu","become numb; lose feeling;"
"1526","obtud","strike, beat, batter; make blunt; deafen;"
"1527","obtud","strike, beat, batter; make blunt; deafen;"
"1528","obturs","swell up;"
"1529","obvert","turn or direct towards; direct against;"
"1530","obvolv","wrap/muffle/cover up; cover (head/face) completely; wrap/wind (bandage) over;"
"1531","occallu","become callous; acquire a thick skin;"
"1532","occanu","sound;"
"1533","occess","go towards, meet;"
"1534","occid","fall, fall down; perish, die, be slain; be ruined/done for, decline, end;"
"1535","occid","kill, murder, slaughter, slay; cut/knock down; weary, be the death/ruin of;"
"1536","occinu","break in with a song or call; interpose a call; sing inauspiciously, croak;"
"1537","occep","begin;"
"1538","occlus","shut up, close up;"
"1539","occulu","cover; cover up, hide, cover over, conceal;"
"1540","occumbu","meet with (death); meet one's death;"
"1541","occucurr","run to meet; oppose, resist; come to mind, occur (with DAT);"
"1542","occurr","run to meet; oppose, resist; come to mind, occur (with DAT);"
"1543","offend","offend, give offense (to); displease/annoy/vex; trouble/upset, hurt (feelings);"
"1544","offend","|strike/knock against; bump into; stumble upon; check, stop short; spoil/harm;"
"1545","offend","||come upon, meet, find, encounter, be faced with; run aground; violate/wrong;"
"1546","offec","block the path (of ), check, impede;"
"1547","offix","fasten; drive in;"
"1548","offreg","break up (ground) by cross-plowing;"
"1549","offud","pour/spread over;"
"1550","olefec","smell/detect odor of; get wind of/hear about; smell/sniff at; cause to smell of;"
"1551","olfec","smell/detect odor of; get wind of/hear about; smell/sniff at; cause to smell of;"
"1552","omis","lay aside; omit; let go; disregard;"
"1553","oppand","spread/stretch out/in the way;"
"1554","oppand","spread/stretch out/in the way;"
"1555","oppetiv","meet, encounter; perish;"
"1556","opposu","oppose; place opposite;"
"1557","oppress","press down; suppress; overthrow; crush, overwhelm, fall upon, oppress;"
"1558","opreps","creep up on/approach unawares/unobserved; sneak/drop in; pay surprise visit on;"
"1559","optig","befall, occur (to advantage/disadvantage); fall to as one's lot;"
"1560","ostend","show; reveal; make clear, point out, display, exhibit;"
"1561","ostend","show; reveal; make clear, point out, display, exhibit;"
"1562","pallu","grow pale; blanch; fade;"
"1563","pand","spread out [passis manibus => with hands outstretched];"
"1564","panx","compose; insert, drive in, fasten; plant; fix, settle, agree upon, stipulate;"
"1565","peg","compose; insert, drive in, fasten; plant; fix, settle, agree upon, stipulate;"
"1566","pepig","compose; insert, drive in, fasten; plant; fix, settle, agree upon, stipulate;"
"1567","parcu","forbear, refrain from; spare; show consideration; be economical/thrifty with;"
"1568","pars","forbear, refrain from; spare; show consideration; be economical/thrifty with;"
"1569","peperc","forbear, refrain from; spare; show consideration; be economical/thrifty with;"
"1570","peper","bear; give birth to; beget, bring forth; produce, lay (eggs); create; acquire;"
"1571","parvipepend","slight (Douay); pay little attention to, give little weight to;"
"1572","pav","feed, feed on; graze;"
"1573","patefec","reveal/uncover/disclose/expose; bring to light; make known/visible; dissect;"
"1574","patefec","|open (up); (gates); clear, make available; deploy (troops); expose (to attack);"
"1575","patu","be opened/open/revealed; become clear/known; open; extend, spread;"
"1576","pavefec","terrify; alarm; scare/frighten"
"1577","pex","comb; card (wool, etc);"
"1578","pex","comb; card (wool, etc);"
"1579","pelleg","read over/through (silent/aloud); scan, survey, run one's eyes over; recount;"
"1580","pellex","attract/draw away; allure/seduce/entice/captivate; coax/induce/wheedle/win over;"
"1581","pellicu","attract/draw away; allure/seduce/entice/captivate; coax/induce/wheedle/win over;"
"1582","pepul","beat; drive out; push; banish, strike, defeat, drive away, rout;"
"1583","pepend","weigh out; pay, pay out;"
"1584","peraccess","succeed in reaching;"
"1585","peracu","become very bitter/sour; become vexed/upset; get teed off;"
"1586","pereg","disturb; finish; kill; carry through to the end, complete;"
"1587","perbib","drink deeply, drink in;"
"1588","percalu","become very warm;"
"1589","percallu","become callous;"
"1590","percul","strike down; strike; overpower; dismay, demoralize, upset;"
"1591","percid","hit/punch very hard; commit sodomy on; cut down/to pieces (troops);"
"1592","percep","secure, gain; perceive, learn, feel;"
"1593","percox","cook thoroughly; bake, heat;"
"1594","percrebu","become very frequent, become very widespread;"
"1595","percrebru","become very frequent, become very widespread;"
"1596","percucurr","quickly move/run/travel/hasten/pass through/over; form continuous line; stroke;"
"1597","percucurr","|review, run over (in thought/words), run through in sequence; skim over;"
"1598","percucurr","||touch upon different points in quick succession; fill offices in succession;"
"1599","percucurr","|||travel quickly from end to end; make rapid tour, visit in quick succession;"
"1600","percurr","quickly move/run/travel/hasten/pass through/over; form continuous line; stroke;"
"1601","percurr","|review, run over (in thought/words), run through in sequence; skim over;"
"1602","percurr","||touch upon different points in quick succession; fill offices in succession;"
"1603","percurr","|||travel quickly from end to end; make rapid tour, visit in quick succession;"
"1604","percuss","beat, strike; pierce;"
"1605","perdepsu","dishonor; have improper sex; (rude);"
"1606","perdidic","learn thoroughly;"
"1607","perdid","ruin, destroy; lose; waste;"
"1608","perdocu","teach (thoroughly);"
"1609","perdolu","feel great pain;"
"1610","perdux","lead, guide; prolong; induce, conduct, bring through;"
"1611","pered","eat up, consume, waste;"
"1612","perfec","complete, finish; execute; bring about, accomplish; do thoroughly;"
"1613","perfix","pierce; transfix; pierce through (L+S); penetrate; impale; run/thrust through;"
"1614","perflux","flow/run through; flow on/along; stream (with moisture); flow (drapery);"
"1615","perfod","bore/dig/make hole/passage/channel/break in/through; dig/pierce/stab/perforate;"
"1616","perfrix","catch cold;"
"1617","perfreg","break through;"
"1618","perfug","flee, desert; take refuge;"
"1619","perfud","pour over/through, wet, flood, bathe; overspread, coat, overlay; imbue;"
"1620","perrex","go on, proceed;"
"1621","perhorru","tremble or shudder greatly; recoil in terror from;"
"1622","perem","kill, destroy;"
"1623","perleg","read over/through (silent/aloud); scan, survey, run one's eyes over; recount;"
"1624","perlex","attract/draw away; allure/seduce/entice/captivate; coax/induce/wheedle/win over;"
"1625","perlicu","attract/draw away; allure/seduce/entice/captivate; coax/induce/wheedle/win over;"
"1626","perlig","read over/through (silent/aloud); scan, survey, run one's eyes over; recount;"
"1627","perlu","wash off or thoroughly, bathe;"
"1628","permadu","become very/quite wet/sodden; be soaked through; be soft/effeminate;"
"1629","permis","let through; let go through; relinquish; permit, allow; entrust; hurl;"
"1630","pernov","get to know well; become well acquainted/conversant with; get full knowledge of;"
"1631","pernotu","become generally/well/everywhere known;"
"1632","pernotui","it has become well known; it has been thoroughly investigated;"
"1633","perpul","compel, constrain, prevail upon; enforce;"
"1634","perpend","weigh carefully; assess carefully;"
"1635","perpress","press hard;"
"1636","perquisiv","search everywhere for;"
"1637","perreps","crawl over; crawl along;"
"1638","perrup","break through;"
"1639","perscid","tear apart;"
"1640","perscrips","report; describe; write out in full; finish writing, write a detailed record;"
"1641","persed","settle down; sink into;"
"1642","persolv","pay;"
"1643","perspex","see through; examine; observe;"
"1644","persterv","pave all over;"
"1645","perstrinx","graze, graze against; make tight all over; offend, make unfavorable mention;"
"1646","pertex","cover over;"
"1647","pertend","persevere, persist; press on;"
"1648","perters","wipe over; touch lightly;"
"1649","perterrefec","make extremely frightened; terrify thoroughly;"
"1650","pertexu","accomplish; interweave;"
"1651","pertimu","become very scared (of );"
"1652","pertrax","draw or drag through or to, bring or conduct forcibly to; draw on, lure;"
"1653","pertud","bore through, perforate;"
